filename,num_point,pore_depth,area_top,area_bottom,max_depth_top,max_depth_bottom
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_2.dxf,20,0.04,0.1339678322781824,0.13593616362792774,0.03940566430399128,0.26123752912684245
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_3.dxf,20,0.04,0.13549179915425,0.13443976852491255,0.03794789965589584,0.2616248414410181
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_4.dxf,20,0.04,0.1370858619189372,0.13304441299878364,0.038712388008593786,0.2610609512344504
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_5.dxf,20,0.04,0.13605388351474013,0.1340177837552044,0.038656652211393465,0.26360828199690356
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_6.dxf,20,0.04,0.13351427699969767,0.13642283627270946,0.038029151215866634,0.26250350855205357
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_7.dxf,20,0.04,0.13598369692326584,0.13408689462460466,0.03775542364838094,0.26272191596876715
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_8.dxf,20,0.04,0.13345295231109738,0.13695277853060964,0.03931751608065826,0.2638851662021172
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_9.dxf,20,0.04,0.13441135095020218,0.13577967768703839,0.036585385252932937,0.2607152966124976
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_0.dxf,20,0.04,0.1362127754250339,0.13370913398842732,0.03685060418211638,0.2637420850935856
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_1.dxf,10,0.05,0.1333852011943361,0.13624420524484093,0.04920295670156448,0.25008489813185
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_2.dxf,10,0.05,0.1350163016564352,0.13512519716157223,0.04681300389215747,0.25036033772755156
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_3.dxf,10,0.05,0.13649994293458104,0.13354982524888778,0.049001261845575884,0.2504012360215018
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_4.dxf,10,0.05,0.13094585525681576,0.1382194195714321,0.0472252747062532,0.25094941398679727
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_5.dxf,10,0.05,0.139614802984514,0.13001212126094736,0.04664026529257581,0.2528066889476678
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_6.dxf,10,0.05,0.13602727948285756,0.13366626483336566,0.04927353878843932,0.2510270225688652
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_7.dxf,10,0.05,0.1308668924822475,0.13935621534057438,0.047213391041848456,0.25443562940204484
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_8.dxf,10,0.05,0.13201859026887774,0.13822204580901282,0.04930413066153155,0.2502728549729837
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_9.dxf,10,0.05,0.13592002577926854,0.13395384395312657,0.04825158590063516,0.25390384275833705
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_0.dxf,10,0.05,0.13848076254703023,0.13110481442102656,0.04941213440849789,0.2527816200308126
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_1.dxf,10,0.05,0.1367450327522891,0.1333509958791699,0.04543721345085096,0.2523100889550965
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_2.dxf,10,0.05,0.13529730439246246,0.13420444712947516,0.04953122265970619,0.2513730450764321
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_3.dxf,10,0.05,0.13964337329460336,0.1305802034647536,0.04996443135245594,0.25474956844777075
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_4.dxf,10,0.05,0.134429763343039,0.13507730676225913,0.04677038309641842,0.25093232917586356
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_5.dxf,10,0.05,0.13261603305949965,0.1375060463396704,0.047609085514648236,0.2529268839440922
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_6.dxf,10,0.05,0.13816283543175803,0.13184247920959133,0.04741712542394885,0.25410792792443926
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_7.dxf,10,0.05,0.13514504941753291,0.13474296372906747,0.045105562642266166,0.2527392827727279
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_8.dxf,10,0.05,0.1359903367567964,0.13382977886441944,0.047406385273146084,0.25332303434849324
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_9.dxf,10,0.05,0.13550076195300348,0.13452433961390867,0.04818628701056065,0.2535676369903126
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.05_depth_0.dxf,10,0.05,0.13942251623580598,0.13071767750470042,0.04922115388469128,0.2509882177237821
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_1.dxf,20,0.05,0.13431692003084772,0.13603765595162712,0.045501068460590884,0.2514843819165874
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_2.dxf,20,0.05,0.13354842103948156,0.13632366313340152,0.04680665426421951,0.2521285064883445
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_3.dxf,20,0.05,0.13384177359041477,0.13599363084402138,0.047455922761261794,0.2504639619157924
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_4.dxf,20,0.05,0.13656011721192726,0.133662462497479,0.04548559327234303,0.2526076430699703
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_5.dxf,20,0.05,0.13777747822297365,0.13206214275277722,0.045852183141285245,0.2548206342731
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_6.dxf,20,0.05,0.13410967203346308,0.13445196104895374,0.0459792367551137,0.2547961130397667
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_7.dxf,20,0.05,0.13531150744604262,0.1344406247583018,0.04760201743843021,0.2500588376324262
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_8.dxf,20,0.05,0.13400996696336512,0.13605115104445822,0.046502624828745565,0.2529488319253072
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_9.dxf,20,0.05,0.1367751005890373,0.13295461820626028,0.04624897948518573,0.2525543776128586
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_0.dxf,20,0.05,0.13216544389172735,0.13814861497047906,0.047673815828344124,0.2536002282288424
