#EXPORTTYPE:                 ,DATA COMPARE                  ,
#FILE:                       ,sample2.ngb-ds3               ,
#FORMAT:                     ,NETZSCH5                      ,
#FTYPE:                      ,ANSI                          ,
#IDENTITY:                   ,graphite                      ,
#DECIMAL:                    ,POINT                         ,
#SEPARATOR:                  ,COMMA                         ,
#MTYPE:                      ,CP                            ,
#INSTRUMENT:                 ,NETZSCH STA 449F3             ,
#PROJECT:                    ,Gen3CSP                       ,
#DATE/TIME:                  ,12/12/2022 10:05:54 AM (UTC-5),
#CORR. FILE:                 ,baseline2.ngb-bs3             ,
#TEMPCAL:                    ,TCALZERO.TCX                  ,
#SENSITIVITY:                ,SENSZERO.EXX                  ,
#LABORATORY:                 ,STEEL                         ,
#OPERATOR:                   ,MJA                           ,
#REMARK:                     ,                              ,
#SAMPLE:                     ,sample2                       ,
#SAMPLE MASS /mg:            ,48.8,
#MATERIAL:                   ,                              ,
#REFERENCE:                  ,                              ,
#REFERENCE MASS /mg:         ,0,
#TYPE OF CRUCIBLE:           ,PtRh20 85 �l, with lid        
#SAMPLE CRUCIBLE MASS /mg:   ,0,
#REFERENCE CRUCIBLE MASS /mg:,0,
#DSC RANGE /�V:              ,5000,
#TG RANGE /mg:               ,35000,
#TAU-R:                      ,---                           ,
#CORR. CODE:                 ,0,
#EXO:                        ,-1,
#RANGE:                      ,100�C/15.0(K/min)/1180�C      ,
#SEGMENT:                    ,S5/7                          ,
#SEG. 5:                     ,100�C/15.0(K/min)/1180�C      ,
,,
##Temp./C,Cp(5)/(J/(g*K)),
163.7436,1.05539,
163.76341,1.05542,
163.78321,1.05545,
163.80301,1.05549,
163.82282,1.05553,
163.84262,1.05558,
163.86243,1.05563,
163.88223,1.05568,
163.90204,1.05572,
163.92184,1.05577,
163.94165,1.05582,
163.96145,1.05586,
163.98125,1.05589,
164.00106,1.05592,
164.02086,1.05594,
164.04067,1.05595,
164.06047,1.05596,
164.08028,1.05595,
164.10008,1.05593,
164.11988,1.0559,
164.13969,1.05587,
164.15949,1.05583,
164.1793,1.05579,
164.1991,1.05574,
164.21891,1.0557,
164.23871,1.05565,
164.25852,1.05561,
164.27832,1.05556,
164.29812,1.05552,
164.31793,1.05548,
164.33773,1.05544,
164.35754,1.0554,
164.37734,1.05536,
164.39715,1.05533,
164.41695,1.0553,
164.43676,1.05527,
164.45656,1.05525,
164.47636,1.05523,
164.49617,1.05522,
164.51597,1.05522,
164.53578,1.05523,
164.55558,1.05525,
164.57539,1.05528,
164.59519,1.05533,
164.61499,1.05539,
164.6348,1.05546,
164.6546,1.05553,
164.67441,1.05561,
164.69421,1.05569,
164.71402,1.05576,
164.73382,1.05582,
164.75363,1.05586,
164.77343,1.0559,
164.79323,1.05591,
164.81304,1.05591,
164.83284,1.0559,
164.85265,1.05589,
164.87245,1.05586,
164.89226,1.05584,
164.91206,1.05582,
164.93187,1.0558,
164.95167,1.0558,
164.97147,1.0558,
164.99128,1.05581,
165.01108,1.05583,
165.03089,1.05585,
165.05069,1.05587,
165.0705,1.0559,
165.0903,1.05593,
165.1101,1.05596,
165.12991,1.05598,
165.14971,1.056,
165.16952,1.05601,
165.18932,1.05602,
165.20913,1.05602,
165.22893,1.05602,
165.24874,1.056,
165.26854,1.05598,
165.28834,1.05594,
165.30815,1.0559,
165.32795,1.05584,
165.34776,1.05578,
165.36756,1.05571,
165.38737,1.05565,
165.40717,1.05558,
165.42698,1.05553,
165.44678,1.05548,
165.46658,1.05546,
165.48639,1.05545,
165.50619,1.05546,
165.526,1.05549,
165.5458,1.05554,
165.56561,1.05559,
165.58541,1.05566,
165.60521,1.05572,
165.62502,1.05579,
165.64482,1.05585,
165.66463,1.0559,
165.68443,1.05595,
165.70424,1.05598,
165.72404,1.056,
165.74385,1.05602,
165.76365,1.05602,
165.78345,1.05603,
165.80326,1.05603,
165.82306,1.05602,
165.84287,1.05602,
165.86267,1.05602,
165.88248,1.05602,
165.90228,1.05601,
165.92209,1.05601,
165.94189,1.05601,
165.96169,1.05601,
165.9815,1.056,
166.0013,1.05599,
166.02111,1.05598,
166.04091,1.05597,
166.06072,1.05595,
166.08052,1.05593,
166.10032,1.05591,
166.12013,1.05589,
166.13993,1.05586,
166.15974,1.05584,
166.17954,1.05582,
166.19935,1.05581,
166.21915,1.05579,
166.23896,1.05578,
166.25876,1.05577,
166.27856,1.05576,
166.29837,1.05575,
166.31817,1.05575,
166.33798,1.05574,
166.35778,1.05573,
166.37759,1.05572,
166.39739,1.05571,
166.4172,1.0557,
166.437,1.05569,
166.4568,1.05568,
166.47661,1.05567,
166.49641,1.05567,
166.51622,1.05567,
166.53602,1.05567,
166.55583,1.05569,
166.57563,1.05571,
166.59543,1.05574,
166.61524,1.05577,
166.63504,1.0558,
166.65485,1.05584,
166.67465,1.05587,
166.69446,1.05591,
166.71426,1.05594,
166.73407,1.05596,
166.75387,1.05598,
166.77367,1.05599,
