##Thermal_diffusivity

##General_information
#Database,set3.mdb
#Instrument,#LFA_467
#Identity,graphite putty set 3
#Date,2022-12-12
#Material,P2 - C
#Ref_temperature /�C,20.0
#Ref_density /(g/cm^3),1.000
#Sample,P2
#Type,#Single_layer
#Sample position,C
#Spotsize,2.8
#Filter,0
#Thickness_RT/mm,2.8500
#Diameter/mm,9.800
#Sensor,InSb (HT)
#Operator,MJA
#Remark_mment,---
#Cp_table,Cp_const
#Expansion_table,dL_const
#CalcCode,Standard + p.c./l/0-0-0
#MFC_Purge2_Gas,ARGON
#MFC_Protective_Gas,ARGON
,

##Results
#Shot_number,#Temperature/C,#Model,#Diffusivity/(mm^2/s),#Uncertainty/%,#Laser_voltage/V,#Pulse_width/ms,#Half_time,#T_Infin,#Ampl_gain,#Pulse_integr
125,840.0,Standard + p.c.(l),4.147,0.6,250.0,0.60,251.7,7.544,3066736.8,2.046
126,840.0,Standard + p.c.(l),4.137,0.6,250.0,0.60,254.4,7.42,3066736.8,1.887
#Mean,840.0,,4.169,,,,,,,
#Std_Dev,0.0,,0.048,,,,,,,
127,860.0,Standard + p.c.(l),4.339,0.8,250.0,0.60,241.1,7.813,3066736.8,2.088
128,860.0,Standard + p.c.(l),4.236,0.6,250.0,0.60,246.6,7.551,3066736.8,1.884
129,860.0,Standard + p.c.(l),4.202,0.6,250.0,0.60,249.5,7.669,3066736.8,2.074
#Mean,860.0,,4.259,,,,,,,
#Std_Dev,0.0,,0.072,,,,,,,
130,880.0,Standard + p.c.(l),4.394,0.8,250.0,0.60,237.8,7.853,3066736.8,1.88
131,880.0,Standard + p.c.(l),4.333,0.6,250.0,0.60,241.7,7.818,3066736.8,2.038
132,880.0,Standard + p.c.(l),4.306,0.6,250.0,0.60,241.7,6.789,2648388.9,2.031
#Mean,880.0,,4.344,,,,,,,
#Std_Dev,0.0,,0.045,,,,,,,
133,900.0,Standard + p.c.(l),4.464,0.7,250.0,0.60,233.7,6.988,2648388.9,2.068
134,900.0,Standard + p.c.(l),4.396,0.6,250.0,0.60,237.0,6.812,2648388.9,1.891
135,900.0,Standard + p.c.(l),4.372,0.6,250.0,0.60,238.7,6.844,2648388.9,1.867
#Mean,900.0,,4.411,,,,,,,
#Std_Dev,0.0,,0.048,,,,,,,
136,920.0,Standard + p.c.(l),4.547,0.7,250.0,0.60,230.6,6.997,2648388.9,1.902
137,920.0,Standard + p.c.(l),4.514,0.6,250.0,0.60,232.1,7.04,2648388.9,2.071
